iso3c,year,cap_form,cpi_harm,current_account_GDP_ameco,nulc_eur,nulc_lcu,population_ameco,rulc,unemp_rate,wage_share,sect_balance_gvnt,sect_balance_foreign,sect_balance_priv_corp,sect_balance_priv_HH,sect_balance_priv,school_agv_yrs,school_share_sec,school_share_ter,chinn_ito,chinn_ito_normed,eci_mit,eci_mit_plus,eci_harv_hs,eci_harc_coi_hs,eci_harv_sitc,eci_harc_coi_sitc,bond_yield,kof_G,kof_G_df,kof_G_dj,kof_EcG,kof_EcG_df,kof_EcG_dj,kof_trade,kof_trade_df,kof_trade_dj,kof_fin,kof_fin_df,kof_fin_dj,lmf_port_eq_asst_stock,lmf_port_eq_liab_stock,lmf_port_dbt_asst,lmf_port_dbt_liab,lmf_fdi_asst_stock,lmf_fdi_asst_other,lmf_fdi_liab_stock,lmf_fdi_liab_other,lmf_debt_asst_stock,lmf_debt_liab_stock,lmf_nfa,lmf_nfa_gdp,debt_corp_nf_percGDP,debt_corp_f_percGDP,debt_gen_gov_percGDP,debt_hh_npish_percGDI,total_debt_percGDP,debt_gen_gvt_gross,interest_long_term,average_wages,gini_post_tax,gini_pre_tax,fdi_net_inflow_GDP,fdi_net_outflow_GDP,tax_rev_total_GDP,tax_rev_trade_TAX,tax_rev_inc_profits_TAX,trade_total_GDP,trade_exp_GDP,trade_imp_GDP,RD_expend_GDP,RD_scientists,wgi_accountability,wgi_regul_quality,wgi_rule_of_law,wgi_pol_stability,wgi_gov_effectvn,wgi_control_corrupt,empl_ind,empl_agr,empl_serv,empl_self,unemp_youth_neet,VA_industry_gdp,VA_manufct_gdp,current_account_GDP_WB,population,res_rents,gdp_real_lcu,gdp_real_lcu_growth,gdp_real_pc_lcu,gdp_real_pc_lcu_growth,gdp_real_usd,gdp_real_pc_usd,gdp_nom_lcu,gdp_nom_pc_lcu,gdp_nom_usd,gdp_nom_pc_usd,gdp_real_ppp,gdp_real_pc_ppp,gdp_nom_ppp,gdp_nom_pc_ppp,unemp_rate_wb,labor_force_total,cpi_wb,cpi_change_wb,interest_real,sect_agric_employees_abs,sect_mining_employees_abs,sect_manufact_employees_abs,sect_ict_employees_abs,sect_finance_employees_abs,sect_agric_employees_share_indus,sect_mining_employees_share_indus,sect_manufact_employees_share_indus,sect_ict_employees_share_indus,sect_finance_employees_share_indus,sect_total_employees,sect_agric_engaged_abs,sect_mining_engaged_abs,sect_manufact_engaged_abs,sect_ict_engaged_abs,sect_finance_engaged_abs,sect_agric_engaged_share_indus,sect_mining_engaged_share_indus,sect_manufact_engaged_share_indus,sect_ict_engaged_share_indus,sect_finance_engaged_share_indus,sect_total_engaged,sect_agric_GO_abs,sect_mining_GO_abs,sect_manufact_GO_abs,sect_ict_GO_abs,sect_finance_GO_abs,sect_agric_GO_share_indus,sect_mining_GO_share_indus,sect_manufact_GO_share_indus,sect_ict_GO_share_indus,sect_finance_GO_share_indus,sect_total_GO,sect_agric_VA_abs,sect_mining_VA_abs,sect_manufact_VA_abs,sect_ict_VA_abs,sect_finance_VA_abs,sect_agric_VA_share_indus,sect_mining_VA_share_indus,sect_manufact_VA_share_indus,sect_ict_VA_share_indus,sect_finance_VA_share_indus,sect_total_VA
GBR,2000,321.3243,72.6916667,-2.4165987,106.8217594,75.894313,58886,94.2303561,5.4,56.2948474,1.3790907,2.4165987,-7.05279648191302,3.3008037105523,-3.75199277136071,9.92,9.52,12.83,2.35999751091003,1,1.97386,1.35573,1.9285716,0.49662808,1.9638367,0.5507541,5.33,87.1143417358399,81.3886489868164,92.8400726318359,79.9954147338867,65.123649597168,94.8671798706055,68.6452789306641,40.3154983520508,96.9750671386719,91.3455505371094,89.9318084716797,92.7593002319336,640633,1005340,711406,587660,923366,,463134,,2770198,3052201,-147705,-10.0,120.8068,527.8385,44.90339,101.0327,768.4524,44.90339,5.328975,38110.3578014889,34.2,52.7,9.95965946199501,17.721805158922,26.2289843921438,,38.8407913776083,51.5308994051221,24.843751578093,26.6871478270291,1.6268,2893.16262,1.32327,1.873088,1.696059,1.035285,1.848113,2.139308,25.1669998168945,1.5349999666214,73.2979965209961,12.2709999084473,,22.5369583640535,13.056097016796,-2.40470888093139,58892514,1.05903593970666,1355973555800,3.66412896042961,23024.5486854238,3.29439702879768,2095205239633.13,35576.7668473642,1.089131e+12,18493.5389241492,1647951278559.54,27982.3557635787,1957361709097.31,33236.1717330884,1545932373238.86,26250.0658952827,5.56199979782104,29295681,81.4684668022933,1.18295624210404,3.83455710968684,220.44,69.57,3547.03,939.94,1048.76,0.913968998688999,0.288445033745208,14.7063847641982,3.89709680923489,4.34827675133857,24118.98,377.08,74.29,3758.78,1072.95,1091.72,1.37203369756678,0.270309704551384,13.6766013093774,3.90400858121426,3.972304625829,27483.29,18979,34440,387515,107238,128004,1.02605661557558,1.86192053535081,20.9501201003621,5.79757939517858,6.92024611518714,1849703,8412,24237,142151,60663,49725,0.86869775885892,2.5029276725468,14.6797735520155,6.26459963690664,5.13504470509508,968346
GBR,2001,319.4522,73.5916667,-2.2468597,108.6916423,78.7934809,59113,97.036856,5,57.9714991,0.2271916,2.2468597,-5.99755642709778,3.53634443035514,-2.46121199674264,,,,2.35999751091003,1,1.9704,1.38257,1.8850123,0.62972623,1.9842348,0.7275478,5.01,87.2596740722656,81.8441314697266,92.6752166748047,80.0803680419922,65.9170303344727,94.2437057495117,68.0693969726563,40.8167152404785,95.3220825195313,92.0913467407227,91.0173492431641,93.1653366088867,586881,847134,772753,622348,894805,,527180,,2980157,3322776,-201057,-13.7,127.9177,546.4609,42.47589,107.5498,796.59,42.47589,4.9295,40036.0948698333,34.1,52.6,3.45917846078114,4.77406510969624,25.8589940370878,,38.4067360910736,51.7804845787212,24.7378742133563,27.0426103653649,1.62331,3079.38906,,,,,,,24.6399993896484,1.39199995994568,73.9680023193359,12.1969995498657,,21.4065619554304,12.1708391664884,-2.24746967092774,59119673,0.974569810250212,1390471293600,2.54413057337588,23519.6039328567,2.15011922360206,2148509996709.61,36341.7097504855,1.126463e+12,19053.9450378895,1621510004318.41,27427.58750236,2007159546770.01,33950.789050711,1622229230751.51,27439.7531047154,4.69500017166138,29259847,82.7168485296837,1.53234960272418,4.22434144206704,203.12,69.98,3375.49,969.43,1068.31,0.835316895674217,0.287787890701466,13.8814682364088,3.98671355934155,4.39335069327354,24316.52,346.04,75,3578.23,1102.24,1116.87,1.24872841095304,0.27064683511004,12.9124883306106,3.97757023375587,4.03036440972467,27711.39,18174,33095,382931,113230,138929,0.941588753573571,1.71464068446778,19.8395247603544,5.86640775652776,7.19786419859264,1930142,8326,22922,137089,63101,51695,0.827329086390606,2.2776888443725,13.6221135147972,6.27015285615345,5.13677361529694,1006371
GBR,2002,331.3273,74.515,-2.266441,108.3023171,79.389611,59366,95.6816244,5.1,57.1618602,-1.8749641,2.266441,-3.30257277680115,2.89148611229978,-0.411086664501379,,,,2.35999751091003,1,1.99456,1.37465,1.830355,0.67852855,1.9849178,0.7222813,4.91,87.6260757446289,81.933464050293,93.3186798095703,79.2921295166016,65.6230010986328,92.9612503051758,68.0697174072266,40.1000709533691,96.0393676757813,90.514533996582,91.1459350585938,89.8831405639649,493035,713549,867345,777831,1026991,,548953,,3357940,3849939,-196925,-12.3,142.1834,551.7643,45.4344,118.0279,825.301,45.4344,4.894242,40690.3540371997,33.9,52.5,5.07578391847242,6.83676989646755,25.0148743687928,,37.2782630345028,50.34232236783,23.7734790428195,26.5688433250105,1.62964,3338.94652,1.283423,1.757973,1.683822,0.6790819,1.840956,2.055666,23.9109992980957,1.3860000371933,74.7030029296875,12.3149995803833,,21.0932110160169,11.4525011823216,-2.27107839675187,59370479,0.84388401381973,1424647376300,2.45787761727294,23995.8881972301,2.02505223188776,2201317743023.61,37077.6483548939,1.179882e+12,19873.2100510761,1768408273381.29,29785.986287584,2056493072013.03,34638.3102621259,1710278788827.57,28806.8888382655,5.03700017929077,29588217,83.9744775291289,1.52040245947458,1.73187532495757,203.19,66.42,3198.38,977.56,1087.83,0.829070469153756,0.27101166672175,13.0502603825581,3.98871070341033,4.43864229765013,24508.17,340.08,71.7,3403.99,1116.81,1128.1,1.21700935910544,0.256585424158609,12.1815093163412,3.996613215545,4.03701557870749,27943.91,18716,31883,378489,120121,146946,0.929558941268325,1.58351825841302,18.7982386258659,5.96599431417463,7.29829921904334,2013428,8467,22291,135094,67515,56063,0.803050206050144,2.11418355297789,12.8129519943473,6.40344096627796,5.31727928449147,1054355
GBR,2003,309.4856,75.525,-1.9280311,100.6713096,81.2081007,59637,95.5757532,5,57.0986109,-3.1382429,1.9280311,-0.569477265629103,1.80788869265275,1.23841142702365,,,,2.35999751091003,1,1.94824,1.35162,1.827294,0.57238257,1.8619636,0.7660746,4.58,88.1723175048828,82.603874206543,93.7407684326172,79.9284057617188,65.9907760620117,93.8660354614258,68.8668975830078,40.6249313354492,97.1088562011719,90.9899139404297,91.3566131591797,90.6232299804688,663873,940681,1006332,991952,1233442,,634534,,4243228,4816870,-216194,-11.6,131.3514,585.5259,45.00502,128.9937,852.6349,45.00502,4.526592,41771.1705897227,33.7,52.3,1.76664673285273,4.02674026631254,24.599825232656,,36.3969296035669,49.4715730742953,23.534641498674,25.9369315756213,1.59374,3636.94298,1.333042,1.680367,1.704882,0.272854,1.810524,2.039183,23.3409996032715,1.24899995326996,75.411003112793,12.8219995498657,,20.2573132764712,10.7538784013353,-1.9422422985282,59647577,0.796751575055703,1472029856100,3.32590931540257,24678.7871383275,2.84589982868897,2274531574900.44,38132.8410859077,1.248517e+12,20931.5627355659,2038395102040.82,34173.9799764342,2124890166665.72,35624.0818745365,1792172540012.92,30046.0241664623,4.80700016021729,29868748,85.1303865359719,1.3765003854201,1.25453488844663,192.71,63.7,3005.03,970.43,1071.52,0.784704792029409,0.25938298610489,12.2363211104361,3.95153895142494,4.36317201367523,24558.28,342.21,67.64,3212.97,1133.02,1118.05,1.21251826519288,0.239662007123248,11.384193362312,4.01451577928419,3.96147408433098,28223.08,19880,32018,374866,127494,154194,0.942145713165918,1.5173853845144,17.7655128225179,6.04214917275531,7.30750583983428,2110077,9462,22005,134270,72561,65475,0.846288076031766,1.96814300497559,12.0092052387217,6.48990795655686,5.8561310270746,1118059
GBR,2004,328.2637,76.5416667,-2.308406,106.1080837,83.9443768,59950,96.4169266,4.7,57.6011425,-3.0648496,2.308406,-0.819056047533113,1.5954557367524,0.77639968921929,,,,2.35999751091003,1,1.89629,1.31729,1.8296393,0.44616124,1.7768744,0.6486936,4.93,88.0611572265625,83.0746841430664,93.0476379394531,79.2047424316406,66.5928955078125,91.8165893554688,67.5331497192383,40.954719543457,94.111572265625,90.876335144043,92.2310638427734,89.5216064453125,879359,1110059,1229933,1261558,1309632,,740367,,5320572,6130287,-431207,-19.6,130.2372,630.2752,48.46213,138.0636,905.3089,48.46213,4.882267,42751.4963705009,34,52.5,3.62966887025432,5.36321494002769,25.2374835030544,,36.6667717230294,49.511369820875,23.4427226810962,26.0686471397788,1.54555,3823.53551,1.597446,1.736755,1.62652,0.1425719,1.889605,1.933308,22.3020000457764,1.27600002288818,76.4219970703125,13.0900001525879,5.44999980926514,19.5028436955906,10.2044056481573,-2.30488512620906,59987905,0.765112788149558,1506835344600,2.36445533735395,25118.9859789236,1.78371343019698,2328311858122.98,38813.0216936727,1.310091e+12,21839.2524293022,2398555474185.28,39983.9846746653,2175132245624.36,36259.513407317,1902910379146.71,31721.5675250988,4.5939998626709,30142943,86.3140373589791,1.39039756680426,1.826005356198,206.4,58.3,2868.59,964.86,1041.81,0.831870976166735,0.234971307706011,11.5615153271421,3.8887549906213,4.19889293449741,24811.54,347.94,61.83,3079.92,1111.77,1090.72,1.21940919249626,0.216692735448766,10.7940528831209,3.89636879330219,3.82259583387802,28533.49,20909,32689,380958,133083,173628,0.942739476747803,1.47387300948917,17.1765338171548,6.00041120015438,7.82849346543439,2217898,10043,22445,133726,76558,78465,0.856346454087876,1.91384010375409,11.402547637096,6.52794701105841,6.69055307378325,1172773
GBR,2005,348.6623,78.123,-2.0367193,106.8087165,85.1383385,60413,95.3547052,4.8,56.966553,-3.1464198,2.0367193,-0.3724916233576,1.23700937248424,0.864517749126638,11.1,31.24,13.77,2.35999751091003,1,1.77065,1.27567,1.7573237,0.32150945,1.728083,0.30144557,4.46,88.2347183227539,83.6270751953125,92.842414855957,79.4455947875977,68.2759475708008,90.615234375,68.2465591430664,43.0870819091797,93.4060363769531,90.6446380615234,93.4648284912109,87.8244400024414,1062671,1135230,1280682,1381635,1215513,,851013,,5955222,6724700,-439069,-19.1,134.6783,690.9103,48.75006,142.766,972.6265,48.75006,4.413892,42630.4673885108,33.6,52.2,10.0231370218295,6.34388573430047,25.5588991810362,,37.6119230666147,51.9389982299302,24.6851165548411,27.253881675089,1.56386,4123.61395,1.443956,1.614293,1.569473,0.1267411,1.766596,1.901079,22.2159996032715,1.37699997425079,76.4069976806641,12.9949998855591,8.42000007629395,19.7251703349572,9.96858017896892,-2.02475906284743,60401206,0.869745749287828,1553488307000,3.09608893680313,25719.4915445894,2.39064413734549,2400398463976.6,39740.9029213191,1.386386e+12,22952.9522970121,2520701818181.82,41732.640540022,2242476274441.97,37126.349338819,1959226645977.57,32436.8795877613,4.75,30589897,88.1172554096542,2.08913649025072,1.95140685589671,215.36,60.14,2741.6,984.41,1036.84,0.85757781256334,0.239481471246096,10.9172331487911,3.91998595126986,4.12876569083476,25112.59,372.52,66.12,2938.5,1134.8,1088.59,1.29108908694923,0.229160341536248,10.1843264307965,3.9330180819016,3.77286231386787,28853.16,18883,38431,393553,135050,178664,0.81698575823746,1.66274319095609,17.0273365520112,5.84302953185241,7.73001872105797,2311301,7918,26659,138280,78116,94406,0.637613049888913,2.14677018148378,11.1352781685576,6.29044973542843,7.60223510833704,1241819
GBR,2006,373.7328,79.9333333,-3.0497946,111.6226817,88.7067836,60827,96.5209059,5.4,57.6632615,-2.7653281,3.0497946,-1.16235851750435,0.862063112191701,-0.300295405312645,,,,2.35999751091003,1,1.72653,1.25941,1.782537,0.39375496,1.8337849,0.702449,4.37,88.5366973876953,84.3512573242188,92.7221221923828,79.2975082397461,69.8895645141602,88.705451965332,67.8963928222656,45.9632835388184,89.8294906616211,90.6986312866211,93.8158493041992,87.5813980102539,1361079,1532807,1644376,1811078,1439099,,1133314,,7369701,8233955,-761655,-31.0,129.6421,726.7655,47.83198,151.8303,1007.723,47.83198,4.501675,43627.4311733532,33.7,52.4,7.562782133842,5.28315678451083,25.7446350538288,,38.5131560244484,55.8255064283689,26.7081216453071,29.1173847830618,1.58552,4177.58715,1.378774,1.839874,1.785749,0.6691801,1.670994,1.792327,22.0620002746582,1.35199999809265,76.5849990844727,13.2290000915527,8.55000019073486,19.7446418870671,9.5285407278082,-3.06335441705378,60846820,0.971085646612037,1591641974400,2.45599965111292,26158.1784290453,1.70565924172865,2459352241877.18,40418.747304743,1.463435e+12,24051.1336500412,2692612695492.18,44252.3158234429,2297551483918.55,37759.598347433,2098984382059.38,34496.2050943562,5.34999990463257,31037809,90.2811170704642,2.45566166439288,1.56372572393631,212.96,59.69,2663.64,995.61,1047.64,0.841921491295348,0.235979967202382,10.5305022589873,3.93606994716642,4.14176667515335,25294.52,367.82,66.04,2882.46,1159.45,1087.44,1.26223170884458,0.226626562046914,9.89161114533235,3.97883354581003,3.73171999746057,29140.45,19586,43892,413070,141634,221283,0.784374032598018,1.75777315627449,16.5424988075801,5.67211435377247,8.86187271803263,2497023,8123,31096,139542,80312,102579,0.619703094853558,2.37231163825757,10.6456492997729,6.12699679353428,7.82574464692639,1310789
GBR,2007,402.8192,81.7833333,-3.5848251,115.2708442,91.9562142,61319,97.5753235,5.3,58.2931889,-2.6369464,3.5848251,-2.77688270740315,1.82186550621742,-0.955017201185726,,,,2.35999751091003,1,1.7096,1.24519,1.7642837,0.09806773,1.7577891,0.43889472,5.06,88.3340530395508,84.0314559936524,92.6366653442383,78.7204360961914,69.1744537353516,88.2663955688477,67.0795059204102,44.3047409057617,89.8542633056641,90.3613510131836,94.0441665649414,86.6785278320313,1515658,1675271,1884701,2223265,1802571,,1229753,,9386484,10472401,-651921,-23.1,132.3317,773.7148,49.66492,156.0271,1061.693,49.66492,5.011275,44897.2303133629,33.9,52.7,6.81491357876332,12.0478833712268,25.9154022120769,,38.5308591843653,52.2020871229008,24.8627946100555,27.3392925128452,1.6268,4113.85164,1.335596,1.866609,1.737427,0.5753913,1.648174,1.742208,22.1889991760254,1.36600005626678,76.4449996948242,13.3879995346069,11.8999996185303,19.3011034352598,9.06092485511514,-3.60252846973553,61322463,0.90385047199511,1629152331800,2.35670822982289,26566.9748424815,1.56278624119437,2517311998561.84,41050.4059264847,1.536565e+12,25057.1311853537,3074359743897.56,50134.3160971463,2351698068824.48,38349.700155137,2164407739419.99,35295.5121750409,5.26200008392334,31240396,92.4357314592195,2.38656150773328,2.85540484186276,206.76,63.22,2584.48,1008.19,1061.52,0.812257243078862,0.248359948285189,10.1531369684294,3.96067725817217,4.17018431356681,25454.99,366.72,71.47,2788.65,1177.17,1109.94,1.24824873480024,0.243270988972986,9.49206161185836,4.00687435412523,3.77803556038444,29378.76,22019,44219,422703,148132,259753,0.829877551697275,1.66657684084208,15.9313198026746,5.58297022971164,9.78987164203743,2653283,8658,30314,139442,84367,118295,0.628423193446631,2.20027958952889,10.1211119127495,6.12360586296048,8.58620023894308,1377734
GBR,2008,340.1774,84.725,-4.2284573,100.8524037,93.6151805,61824,96.5887337,5.6,57.703783,-5.1545263,4.2284573,-0.879796407083009,1.84966927239928,0.969872865316269,,,,2.35999751091003,1,1.67044,1.23579,1.8264941,0.05506815,1.7751942,0.13399573,4.5,88.1693420410156,84.3409805297852,91.9977188110352,78.8603515625,70.3747024536133,87.3460083007813,69.1075134277344,48.32958984375,89.8854293823242,88.6132049560547,92.4198226928711,84.8065872192383,824019,879284,1602233,2004478,1525031,,974552,,7715697,8593874,-156512,-5.9,145.2781,827.8404,62.26696,154.253,1141.602,62.26696,4.590725,43724.120889231,34,53,8.76832646672923,12.3400217104608,26.5435141087222,,36.6558989287254,56.4678940798122,26.8013891547486,29.6665049250636,1.63064,4058.42521,1.321023,1.785171,1.708199,0.4946935,1.643775,1.682487,22.003999710083,1.0809999704361,76.9150009155273,13.3420000076294,12.0900001525879,19.00885678364,9.08635920499444,-4.2559343407518,61806995,1.32549461029469,1621453930200,-0.472540317423494,26234.1492285784,-1.25277949738877,2505416684453.29,40536.1348574428,1.572467e+12,25441.5701653187,2890564338235.29,46767.5922156593,2340585347305.21,37869.2629742833,2240967890424.7,36257.5124453907,5.61499977111816,31647690,95.6907712224894,3.52140856342537,1.80205965588911,204.59,59.45,2511.94,1008.59,1075.59,0.796645359450249,0.231490134509591,9.78114934365051,3.92731092960519,4.18819972711811,25681.44,379.33,68.24,2711.8,1155.68,1128.25,1.28032818092344,0.230326088277266,9.15296433455877,3.90069246336857,3.80810974646579,29627.56,23530,50047,428295,151713,242194,0.863009603870156,1.8355733805733,15.7085719630076,5.5643763719487,8.88294721630806,2726505,9859,35567,142967,87616,108402,0.697189109452114,2.51515620812287,10.110055321132,6.19585363766674,7.66575655166123,1414107
GBR,2009,266.2212,86.575,-3.5537691,94.8115524,98.4693861,62261,99.9776234,7.6,59.7283644,-10.0800605,3.5537691,1.51650878876818,5.30908887528805,6.82559766405623,,,,2.35999751091003,1,1.61184,1.21984,1.8706254,0.29170877,1.6650435,0.4965313,3.36,88.3778305053711,83.8520126342774,92.9036483764648,79.4734497070313,70.0205154418945,88.9263763427734,69.8058319091797,48.2406311035156,91.3710479736328,89.1410522460938,91.8003997802734,86.4817199707031,1079254,1383265,1956534,2513156,1673957,,1056367,,7673267,8673448,-502031,-22.9,136.499,840.6687,75.45988,148.7273,1160.618,75.45988,3.647517,44464.9501967215,34,53.3,0.610498145248243,-2.03111405589377,24.2294395162978,,37.153711836194,54.4446812628143,26.12877369346,28.3159075693544,1.69094,4083.44176,1.303301,1.584341,1.738985,0.1215835,1.512003,1.632727,19.6110000610352,1.11000001430511,79.2779998779297,13.5979995727539,13.2200002670288,18.0057873760408,8.72342985062136,-3.54780412987904,62276270,0.889807015632668,1553551340200,-4.1877594383224,24946.1205720895,-4.90974052661784,2400495860780.8,38545.9158164225,1.529536e+12,24560.4947117096,2382825985355.97,38262.1821338364,2242567263511.45,36009.9804229035,2154494540291.41,34595.7543746825,7.53700017929077,31825552,97.5679674496024,1.96173173560107,-0.86329917702122,192.94,54.8,2364.87,986.12,1030.4,0.765721823984786,0.217485000281778,9.3854699382549,3.91361876784429,4.08935299799898,25197.14,390.3,60.55,2535.16,1122.82,1097.56,1.33874043150454,0.207688273450167,8.69567305235219,3.85130548629755,3.7646629464569,29154.27,24002,42326,404247,149013,248045,0.897984716077151,1.58353891728529,15.1240574752121,5.57501026984437,9.28008578032485,2672874,8337,27233,133637,85431,125924,0.603156206388377,1.97022345790748,9.66822429568472,6.18066904977395,9.11021256246251,1382229
GBR,2010,285.9308,89.4333333,-3.3777101,100,100,62760,100,7.8,59.7417326,-9.2758522,3.3777101,0.635477403770812,5.25082165649841,5.88629906026922,12.24,47.31,15.31,2.35999751091003,1,1.57193,1.21341,1.8192762,0.32985333,1.6342232,0.6189363,3.36,88.6234359741211,84.5407562255859,92.7061614990234,80.1837921142578,71.2708053588867,89.0967712402344,71.6405563354492,50.9019393920899,92.3791732788086,88.7270202636719,91.6396713256836,85.8143768310547,1175215,1474779,2065895,2461807,1619568,,1227122,,7990290,8828829,-571111,-25.2,131.4121,820.262,86.56003,146.9232,1142.922,86.56003,3.624425,44520.5286411349,33.5,53.7,2.72063925984942,2.2180871908655,25.3714410261385,,36.4281558197097,58.5384505872882,28.1635638180597,30.3748867692284,1.66861,4053.03668,1.289994,1.732978,1.764103,0.4118182,1.568379,1.604827,19.2099990844727,1.21599996089935,79.5739974975586,13.9890003204346,13.6199998855591,17.9308407235179,8.90072606279442,-3.38835983590086,62766365,1.00686159361882,1.587466e+12,2.18304081251888,25291.6669620744,1.38517084845434,2452899665124.47,39079.8426055813,1.587466e+12,25291.6669620744,2452899665124.47,39079.8426055813,2291523422122.09,36508.7801742556,2260384821849.38,36012.6768827442,7.78700017929077,32010415,100,2.49265472467065,-1.05356416466371,196.57,53.58,2300.04,976.38,989.34,0.781797796870979,0.213098265026948,9.14771432423629,3.88325651375534,3.93480099891303,25143.33,416.8,62.62,2476.24,1118.74,1057.43,1.4260854570077,0.21425496957251,8.4724804512014,3.82778033630708,3.61800754511432,29226.86,25204,46574,424360,154502,232251,0.918906936792153,1.69803093454046,15.4716452823805,5.63295348152124,8.46758669167252,2742824,10332,30389,141302,86120,115673,0.730365076503833,2.14818663471496,9.98858362757885,6.08778942978224,8.17687954843476,1414635
GBR,2011,294.2903,93.425,-1.958352,98.7753101,99.9314127,63285,98.0495198,8.1,58.576482,-7.4727007,1.958352,1.93439094913639,3.51081618942725,5.44520713856364,,,,2.35999751091003,1,1.54878,1.23085,1.8076034,0.53921163,1.6004004,0.73457044,2.87,89.0391616821289,85.3875579833984,92.6907196044922,80.7377548217774,73.0370407104492,88.4384918212891,72.8812408447266,54.4262008666992,91.3362808227539,88.5942916870117,91.6478805541992,85.5407028198242,1049442,1275721,2160141,2556006,1696273,,1184568,,8450704,9335584,-422907,-17.4,142.5012,827.7336,100.3075,146.0127,1172.889,100.3075,3.135992,43369.939455965,33.3,52.7,1.02516582127941,3.06781039938761,25.8601462044844,,35.6691451434349,62.0101231586103,30.4434172105858,31.5667059480246,1.67454,3939.04069,1.297412,1.655506,1.650691,0.3517076,1.558901,1.616091,19.1770000457764,1.22000002861023,79.6029968261719,14.1829996109009,14.25,17.9662958652418,8.87247909149394,-1.95234657358641,63258918,1.17974832603497,1613576164800,1.64477001712162,25507.4891543355,0.853333204904189,2493244223366.51,39413.323878959,1.644546e+12,25997.0617897701,2634895693131.3,41652.5570850153,2329213712304.48,36820.321718188,2329213712304.48,36820.321718188,8.03699970245361,32192066,103.856112446828,3.85611244682819,-1.39260041227183,190.73,60.24,2292.48,994.4,1014.17,0.756385434950377,0.238896128566092,9.09137776917653,3.94353104658237,4.02193371029006,25215.98,410.56,66.7,2464.45,1170.87,1077.42,1.39766866850748,0.227066689861285,8.38972269608162,3.98599063205222,3.6678589653725,29374.63,25806,49885,449210,159377,243534,0.910222811652376,1.75953130896996,15.8444233597754,5.62150589214604,8.58987065848832,2835130,9858,32120,145765,91236,114128,0.678890553173906,2.21200695556359,10.0383933336777,6.28314653168741,7.85964912280702,1452075
GBR,2012,329.3152,96.0416667,-3.7677856,107.3101557,101.4341273,63705,97.9924767,7.9,58.5424034,-8.0719799,3.7677856,0.622752290241273,3.69295142147378,4.31570371171506,,,,2.35999751091003,1,1.49378,1.19991,1.6381537,0.5420169,1.570114,0.6497643,1.74,88.96630859375,85.394157409668,92.538459777832,80.0726470947266,72.7055282592774,87.4397583007813,71.8006134033203,54.1530227661133,89.4482116699219,88.3446731567383,91.2580413818359,85.4313125610352,,,,,,,,,,,,,138.4019,811.5702,104.1123,140.1528,1154.769,104.1123,1.918042,43105.0849175443,33,52.4,1.74664481434259,0.449208555881996,25.1186691351657,,33.5461047839059,61.0876779446854,29.788534935615,31.2991430090704,1.60252,3986.84956,1.339133,1.645116,1.718676,0.4022707,1.547542,1.674153,19.0659999847412,1.18799996376038,79.7460021972656,14.6239995956421,13.8800001144409,17.7604450380278,8.74595804928775,-3.76853725543431,63700300,0.959235324314262,1636925587200,1.44706044309314,25697.2979279532,0.744129586684394,2529322974272.55,39706.6100830381,1.694417e+12,26599.8276303251,2676605417645.99,42018.7254635533,2362918842570.34,37094.3126260054,2414958511132.59,37911.2580495317,7.88500022888184,32543044,106.528574070649,2.57323479654528,-1.04647837529709,202.9,69.35,2289.44,1004.68,1011.2,0.799975082096999,0.273426672959226,9.02658921614664,3.96115803588572,3.98686448012068,25363.29,409.73,80.83,2483.55,1179.7,1087.41,1.37981502335781,0.272204740531599,8.36365314050789,3.97278154651896,3.66198387852859,29694.56,26169,46997,461236,162739,240192,0.897005628008486,1.61093559171213,15.8099769895725,5.57827195905357,8.23316044948658,2917373,9973,28398,148534,93034,112870,0.666833380583802,1.89880019470759,9.93155814214724,6.2206133289114,7.54692506432304,1495576
